Key,russian
perkSniperControlledBreathingLongDesc,"Контроль дыхания. Научившись правильно задерживать дыхание, вы снизите колебание ствола и будете стрелять точнее. Прицеливание расходует на 15% меньше выносливости."
perkTheHuntsman1,"Инструменты или оружие собирают на [decea3]10%[-] больше ресурсов с трупов животных"
perkTheHuntsman2,"Инструменты или оружие собирают на [decea3]20%[-] больше ресурсов с трупов животных"
perkTheHuntsman3,"Инструменты или оружие собирают на [decea3]30%[-] больше ресурсов с трупов животных"
perkTheHuntsman4,"Инструменты или оружие собирают на [decea3]40%[-] больше ресурсов с трупов животных"
perkTheHuntsman5,"Инструменты или оружие собирают на [decea3]50%[-] больше ресурсов с трупов животных"
perkTreasureHunterRank1Desc,"Найдите на [decea3]10%[-] больше предметов в зарытых сокровищах. Область поиска уменьшается на [decea3]30%[-] быстрее"
perkTreasureHunterRank2Desc,"Найдите на [decea3]20%[-] больше предметов в зарытых сокровищах. Область поиска уменьшается на [decea3]50%[-] быстрее"
perkTreasureHunterRank3Desc,"Найдите на [decea3]30%[-] больше предметов в зарытых сокровищах. Область поиска уменьшается на [decea3]70%[-] быстрее"
perkTurrets1,"Переносные турели наносят на [decea3]10%[-] больше урона, и имеют на[decea3]30%[-] больше скорострельность. Размер магазина увеличен на [decea3]10[-] патронов. Дальность действия увеличена с [decea3]10[-] до [decea3]14[-] метров. Вы можете установить несколько роботурелей, но активна будет только ближайшая.\nПолучайте [decea3]5%[-] опыта от убийств электрическими ловушками и турелями."
perkTurrets2,"Переносные турели наносят на [decea3]20%[-] больше урона, и имеют на[decea3]60%[-] больше скорострельность. Размер магазина увеличен на [decea3]20[-] патронов. Дальность действия увеличена до [decea3]15[-] метров. Вы можете установить несколько роботурелей, но активна будет только ближайшая.\nПолучайте [decea3]10%[-] опыта от убийств электрическими ловушками и турелями."
perkTurrets3,"Переносные турели наносят на [decea3]30%[-] больше урона, и имеют на[decea3]90%[-] больше скорострельность. Размер магазина увеличен на [decea3]30[-] патронов. Дальность действия увеличена до [decea3]16[-] метров. Вы можете установить несколько роботурелей, но активна будет только ближайшая.\nПолучайте [decea3]15%[-] опыта от убийств электрическими ловушками и турелями."
perkTurrets4,"Переносные турели наносят на [decea3]40%[-] больше урона, и имеют на[decea3]120%[-] больше скорострельность. Размер магазина увеличен на [decea3]40[-] патронов. Дальность действия увеличена до [decea3]17[-] метров. Вы можете установить несколько роботурелей, но активна будет только ближайшая.\nПолучайте [decea3]20%[-] опыта от убийств электрическими ловушками и турелями."
perkTurrets5,"Переносные турели перезаряжаются на [decea3]20%[-] быстрее. Размер магазина увеличен на [decea3]50[-] патронов. Дальность действия увеличена до [decea3]18[-] метров. [decea3]Две[-] развернутых турели могут быть активны одновременно.\nПолучайте [decea3]25%[-] опыта от убийств электрическими ловушками и турелями."
perkUrbanCombatCigarDesc,"Сделки выгодней на[decea3]5%[-]"
perkUrbanCombatCigarLongDesc,"Сделки выгодней на[decea3]5%[-]"
perkWasteTreasuresClothDesc,"Для изготовления ткани требуется на [decea3]25%[-] меньше хлопка"
perkWasteTreasuresClothLongDesc,"Для изготовления ткани требуется на [decea3]25%[-] меньше хлопка"
perkWellInsulated1,"Дает [decea3]+5[-] сопротивление жаре и холоду, снижает на [decea3]15%[-] потери еды и воды при охлаждении или перегреве"
perkWellInsulated2,"Дает [decea3]+10[-] сопротивление жаре и холоду, снижает на [decea3]30%[-] потери еды и воды при охлаждении или перегреве"
perkWellInsulated3,"Дает [decea3]+15[-] сопротивление жаре и холоду, никогда не страдайте от сильных температурных эффектов"
pickUpDecorationsTip,"Многие декоративные блоки, найденные в мире, можно подобрать!\n\nПодойдите к нужному декоративному блоку и, если его можно подобрать, удерживая кнопку взаимодействия (привязка клавиш по умолчанию: [decea3][E][-]), откройте радиальное меню, и выберете «Взять»."
pickUpDecorationsTip_title,"UL / Подбор декора"
pickUpLightsTip,"Большинство светильников нельзя изготовить, поэтому основной способ получить различные осветительные приборы для вашей базы - найти их в мире и подобрать! Некоторые светильники не требуют подключения к источнику питания, например, красные или желтые фонарики.\n\nПодойдите к нужному декоративному блоку и, если его можно подобрать, удерживая кнопку взаимодействия (привязка клавиш по умолчанию: [decea3][E][-]), откройте радиальное меню, и выберете «Взять»."
pickUpLightsTip_title,"UL / Подбор светильников"
pickUpStationsTip,"Все [decea3]Созданные игроками[-] рабочие станции могут быть перенесены без создания блока притязания земли.\n\n\nЗабрать можно только пустые рабочие станции. Слоты очереди производства, топлива или готовой продукции должны быть свободны. \n\nПодойдите к нужному декоративному блоку и, если его можно подобрать, удерживая кнопку взаимодействия (привязка клавиш по умолчанию: [decea3][E][-]), откройте радиальное меню, и выберете «Взять».\n\n[decea3]Рабочие станции, найденные в мире, которые не были сделаны игроками, не могут быть собраны.[-]"
pickUpStationsTip_title,"UL / Перенос верстаков"
pickUpStorageTip,"Почти любой контейнер для хранения, найденный в мире, можно подобрать, например, [decea3]картонные поддоны[-] - очень полезно в ранней игре!\n\nИсключение составляют настольные сейфы, настенные сейфы, оружейные сейфы, закаленные сундуки, кухонные шкафы и т.д. \n\nПодойдите к нужному декоративному блоку и, если его можно подобрать, удерживая кнопку взаимодействия (привязка клавиш по умолчанию: [decea3][E][-]), откройте радиальное меню, и выберете «Взять»."
pickUpStorageTip_title,"UL / Перенос хранилищ"
pickupCrops,"[73E9B2][{{0}}][-] Собрать {0} {1}"
pickupPrompt,"[73E9B2][{{0}}][-] Поднять {0}"
pinRecipeTip,"Чтобы отслеживать, какие ресурсы вам нужны для создания определенных предметов, у вас есть возможность закрепить рецепт с помощью действия Закрепить предмет на панели создания. Если щелкнуть эту опцию один раз, рецепт отобразится в виде булавки в левой части экрана, повторный щелчок по нему удалит булавку. Вы также можете удалить любой активный закреп, щелкнув значок «X» на карточке.\n\nПрикрепленный рецепт будет отслеживать предметы в вашем инвентаре и обновлять доступные количества ингредиентов в режиме реального времени, когда вы собираете или теряете необходимые ресурсы из вашего инвентаря. \n\nОдновременно может быть активен только один закрепленный рецепт."
pinRecipeTip_title,"UL / Инвентарь / Закрепление рецепта"
plantedAloe1,"Семена Алоэ"
plantedAloe1Schematic,"Семена Алоэ"
plantedBlueberry1,"Семена Черники"
plantedBlueberry1Schematic,"Семена Черники"
plantedChrysanthemum1,"Семена Хризантемы"
plantedChrysanthemum1Schematic,"Семена Хризантемы"
plantedCoffee1,"Семена Кофе"
plantedCoffee1Schematic,"Семена Кофе"
plantedCorn1,"Семена Кукурузы"
plantedCorn1Schematic,"Семена Кукурузы"
plantedCotton1,"Семена Хлопка"
plantedCotton1Schematic,"Семена Хлопка"
plantedCropsGroupDesc,"Посадите эти семена на [decea3]Фермерские делянки[-], чтобы вырастить растения."
plantedGoldenrod1,"Семена Золотарника"
plantedGoldenrod1Schematic,"Семена Золотарника"
plantedGraceCorn1,"Семена Суперкукурузы"
plantedGraceCorn1Schematic,"Семена Суперкукурузы"
plantedHop1,"Семена Хмеля"
plantedHop1Schematic,"Семена Хмеля"
plantedMushroom1,"Семена Грибов"
plantedMushroom1Desc,"Посадите эти споры грибов на фермерской делянке. В отличие от большинства культур, грибы не требуют солнечного света для роста."
plantedMushroom1Schematic,"Семена Грибов"
plantedPotato1,"Семена Картошки"
plantedPotato1Schematic,"Семена Картошки"
plantedPumpkin1,"Семена Тыквы"
plantedPumpkin1Schematic,"Семена Тыквы"
plantedYucca1,"Семена Юкки"
plantedYucca1Schematic,"Семена Юкки"
plantedtreeGrassSeed1,"Семена Травы"
plantedtreeGrassSeed1Schematic,"Семена Травы"
plants,"Растения"
plastic,"Пластик"
potassium,"Селитра"
poweredDoorsSchematic,"Чертежи электро Дверей и мостов"
pressureplateLongBlueprint,"Нажимная плита 1x5"
pressureplateLongBlueprintDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает опыт при использовании."
pressureplateSchematic,"Базовые сенсоры"
quest,"Задание"
questBlockActivate,"[73E9B2][{{0}}][-] Активировать {1}"
questChain,"Цепочка заданий"
questRallyActivate,"[73E9B2][{{0}}][-] Начать задание\n[decea3]( {1} )[-]"
questReward4x4PartsBundle,"Набор автомобильных запчастей"
questRewardGyrocopterPartsBundle,"Комплект запчастей к гирокоптеру"
quest_clear_response,"Зачистить [DECEA3]{poi.name}[-] ([DECEA3]{poi.distance} {poi.direction}[-])"
quest_fetch_clear_response,"Зачистить\принести [DECEA3]{poi.name}[-] ([DECEA3]{poi.distance} {poi.direction}[-])"
quest_fetch_response,"Принести [DECEA3]{poi.name}[-] ([DECEA3]{poi.distance} {poi.direction}[-])"
quest_journal,"Журнал"
quest_restore_power_response,"Восс. питание [DECEA3]{poi.name}[-] ([DECEA3]{poi.distance} {poi.direction}[-])"
rConcreteShapes:VariantHelper,"Формы из бетона"
rScrapIronPlateMineBlueprint,"Мина из нажимной плиты"
rScrapIronPlateMineBlueprintDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает опыт при использовании."
rangedWeaponStatsTip_title,"Статистика оружия дальнего боя"
ranger_station_02,"Станция рейнджеров №02"
reqSkillPoints1,"1 ОУ"
reqSkillPoints2,"2 ОУ"
reqSkillPoints3,"3 ОУ"
research,"Исследования"
researchSystemTip,"Система исследований позволяет вам открывать новые рецепты ремесел и возможность создавать предметы лучшего качества.\n\n\nЧтобы начать исследовать новые рецепты, вам сначала нужно создать [decea3]Стол исследователя[-], там вы можете потратить [decea3]Данные исследований[-] вместе с другими необходимыми материалами, чтобы открыть новые рецепты. \Чтобы создавать более качественные предметы, проверьте вкладку [decea3]Исследование качества[-] в [decea3]Столе исследователя[-], более высокие уровни [decea3]Стола исследователя[-] позволяют вам разблокировать более высокие уровни [decea3]Исследования качества[-]\n\n\n[decea3]Исследовательские данные[-] могут быть получены путем разборки схем, Записок с заданием или карт сокровищ. Дополнительные [decea3]Исследовательские данные[-] можно получить, разбирая определенные предметы на [decea3]Станции разборки[-]."
researchSystemTip_title,"UL / Создание / Исследования"
resourceBrassObjectGroupDesc,"Можно разобрать на [decea3]Лом латуни[-] в рюкзаке или в верстаке."
resourceBrokenGlass,"Битое стекло"
resourceBrokenGlassDesc,"Битое стекло можно переплавить в стекло в кузнице или использовать, чтобы положить конец всему, если апокалипсис для вас это слишком"
resourceBulletCasing,"Гильзы"
resourceBulletCasingDesc,"Латунный корпус патрона удерживающий все части вместе"
resourceBulletCasingSteel,"Стальные гильзы"
resourceBulletCasingSteelDesc,"Стальной корпус патрона удерживающий все части вместе"
resourceBulletTip,"Пуля"
resourceBulletTipDesc,"Стандартная пуля, делается отливкой свинца"
resourceClayLump,"Глина"
resourceClayLumpDesc,"Ключевой ресурс для ковки. В небольших количествах выкапывают из земли вместе с почвой. Также можно создать, смешав почву с водой."
resourceCobblestones,"Булыжник"
resourceCobblestonesDesc,"Из булыжника можно построить удивительно прочные каменные конструкции."
resourceCrushedSand,"Песок"
resourceCrushedSandDesc,"Основной ресурс, который можно собрать в пустыне и использовать для производства стекла, цемента, бетона."
resourceFeather,"Перо"
resourceFeatherDesc,"Перья в основном встречаются в птичьих гнездах и на курах. Их можно использовать для изготовления стрел и арбалетных болтов."
resourceFemur,"Кость"
resourceFemurDesc,"Вы можете получить [decea3]Костный порошок[-], измельчив его на кусочки.[decea3]Костный порошок[-] используется для изготовления [decea3]клея[-]."
resourceFishingWeight,"Рыболовные грузила"
resourceFishingWeightDesc,"Свинцовые грузила можно переработать лом в рюкзаке."
resourceForgedIron,"Железные пластины"
resourceForgedIronDesc,"Изготовлен путем формования железных слитков для формирования плоских кованых железных деталей. Используется для изготовления, ремонта и модернизации различных вещей."
resourceForgedSteel,"Стальные пластины"
resourceForgedSteelDesc,"Изготовлен путем формования стальных слитков для формирования плоских кусков кованой стали. Может быть использован для изготовления некоторых из самых сильных предметов в игре."
resourceGoldNugget,"Золотой самородок"
resourceGoldNuggetDesc,"Это блестящий, плотный самородок, который можно переплавить в слиток, чтобы увеличить его ценность."
resourceGunPowder,"Порох"
resourceGunPowderDesc,"Порох, изготовленный из угля, нитратов и серы, можно использовать для изготовления собственных боеприпасов и взрывчатых веществ."
resourceLockPick,"Отмычка"
resourceLockPickBlueprint,"Отмычка"
resourceLockPickBlueprintDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает опыт при использовании."
resourceLockPickDesc,"Отмычка обычно делалась из какого-то металла. Помогает вскрывать замки."
resourceMetalPipe,"Железная труба"
resourceMetalPipeDesc,"Довольно обычная короткая железная труба. Может использоваться в различных рецептах."
resourceMilitaryFiberSchematic,"Кевларовая лента"
resourceOilSchematic,"Масло"
resourceRadiator,"Латунный радиатор"
resourceRadiatorDesc," "
resourceRawDiamond,"Необработанный алмаз"
resourceRawDiamondDesc,"Если бы я только нашел это до начала апокалипсиса, интересно, кровавый ли это алмаз."
resourceRocketCasing,"Корпус ракеты"
resourceRocketCasingDesc,"Корпус ракеты используется для изготовления боеприпасов для гранатомета.."
resourceRocketTip,"Ракетный взрыватель"
resourceRocketTipDesc,"Ракетный взрыватель используется для изготовления боеприпасов для гранатомета."
resourceScrapBrass,"Лом латуни"
resourceScrapBrassDesc,"Основной ресурс для ковки, который, помимо прочего, можно использовать для изготовления гильз для боеприпасов."
resourceScrapIron,"Лом железа"
resourceScrapIronDesc,"Основной ресурс для изготовления, ковки, ремонта и модернизации."
resourceScrapLead,"Лом свинца"
resourceScrapLeadDesc,"Основной ресурс для ковки. Может использоваться для изготовления пуль и многого другого."
resourceScrapPolymers,"Пластик"
resourceScrapPolymersDesc,"Кусочки пластика, которые вы можете аккуратно отлить в новые формы."
resourceSilverNugget,"Серебряный самородок"
resourceSilverNuggetDesc,"Может быть, мне стоит оставить это себе, оборотни в апокалипсисе вполне возможны, верно?"
resourceTrophy1,"Латунный трофей"
resourceTrophy1Desc,"Более полезен если разобрать на [decea3]лом латуни[-]"
resourceTrophy2,"Свинцовый трофей"
resourceTrophy2Desc,"Свинцовый трофей, полезней разобрать на [decea3]лом свинца[-]"
resourceWood,"Доски"
resourceWoodDesc,"Какие-то старые доски, от которых мало толку"
resourceYuccaFibers,"Волокно"
resourceYuccaFibersDesc,"Растительные волокна собираются при уничтожении травы и мелких растений. Могут быть использованы для изготовления многих вещей и для посадки травы с помощью вторичного действия."
rollUpDoor3x3BlackPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor3x3BluePicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor3x3BrownPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor3x3GreenPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor3x3GreyPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor3x3OrangePicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor3x3PinkPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor3x3PurplePicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor3x3RedPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor3x3WhitePicked,"Роллета\n[808080](Взломана)[-]"
rollUpDoor3x3YellowPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor5x4BlackPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor5x4BluePicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor5x4BrownPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor5x4GreenPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor5x4GreyPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor5x4OrangePicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor5x4PinkPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor5x4PurplePicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor5x4RedPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor5x4WhitePicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor5x4YellowPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor7x4BlackPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor7x4BluePicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor7x4BrownPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor7x4GreenPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor7x4GreyPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor7x4OrangePicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor7x4PinkPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor7x4PurplePicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor7x4RedPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor7x4WhitePicked,"Роллетная дверь\n[808080](Взломана)[-]"
rollUpDoor7x4YellowPicked,"Роллетная дверь\n[808080](Взломана)[-]"
rubber,"Резина"
sand,"Песок"
scavengeFuelTip,"Возможно, пройдет некоторое время, пока вы сможете производить собственный [decea3]бензин[-], поэтому альтернативным способом получения [decea3]бензина[-] является поиск различных [decea3]бензоколонок[-], [decea3]бочек с топливом или маслом[-]. Как только такой источник будет найден, вы сможете взаимодействовать с ним, держа в руках [decea3]пустую канистру или бочку[-], а также частично заполненную [decea3]канистру или бочку[-]\n\nКоличество заправленного [decea3]бензина[-] будет зависеть от количества в источнике.\n\nПозднее в процессе прохождения вы сможете построить [decea3]Нефтедобывающие машины[-] и начать массовое производство [decea3]бензина[-]."
scavengeFuelTip_title,"UL / Сбор бензина"
scavengeHingesTip,"Изготовление [decea3]латунных петель[-] в [decea3]кузнице[-] - не единственный способ их получения.\n\n\nАльтернативным способом получения [decea3]латунных петель[-] является разрушение дверей, что является относительно легким источником [decea3]латунных петель[-] в ранней игре. При этом не имеет значения, какой инструмент или оружие ближнего боя используется в процессе."
scavengeHingesTip_title,"UL / Сбор петель"
scavengeNailsTip,"Помимо изготовления [decea3]гвоздей[-] в [decea3]кузнице[-], их можно получить, разрушая определенную мебель.\n\nГлавная мебель, которая может дать [decea3]гвозди[-] - это различные диваны и кресла.\n\nНеважно, какой инструмент ближнего боя или оружие используется в процессе."
scavengeNailsTip_title,"UL / Сбор гвоздей"
scavengeResinTip,"Основной способ получения [decea3]Смолы[-] - это разрезание дерева ножом или любым другим острым оружием, например, мачете или другим мечом.\n\n\nВ результате дерево начнет «истекать» кровью и даст вам драгоценную [decea3]Смолу[-].\n\n\nСухие деревья имеют значительно меньшее количество [decea3]Смолы[-], чем не сухие. Размер дерева также играет важную роль в том, сколько [decea3]смолы[-] можно получить."
scavengeResinTip_title,"UL / Сбор смолы"
scavengeTitaniumTip,"[decea3]Титан[-] является очень редким и востребованным ресурсом, используется для изготовления самых лучших предметов.\n\n[decea3]Пустоши[-] это единственное место, где можно найти естественные [decea3]титановые[-] залежи, поэтому единственный безопасный способ получить его - это [decea3]лут[-], покупка [decea3]торговцев[-] или [decea3]Автобур[-], который имеет небольшой шанс добыть небольшое количество [decea3]титана[-] в каждом цикле."
scavengeTitaniumTip_title,"UL / Титан и Автобур"
scavengeWaterTip,"Добыть питьевую воду в пустоши может быть непросто. Один из основных способов добыть воду - подойти к стойке с минеральной водой, бочке с водой, крану, унитазу и т.д. и взаимодействовать с ней, держа в руках [decea3]Пустую банку[-] или [decea3]Пустую пластиковую бутылку [-]\n\nДополнительно вы также можете создать [decea3]Колодец[-] или [decea3]Водяную помпу[-], которые будут медленно генерировать воду.\n\n[decea3]Вы не можете набирать воду из рек, озер или бассейнов, она слишком токсична, чтобы использовать для чего-либо.[-]"
scavengeWaterTip_title,"UL / Сбор воды"
schematicGeneralGroupDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает опыт при использовании."
scrapHatch_v1Picked,"Железный люк\n[808080](Взломан)[-]"
scrapHatch_v2Picked,"Усиленный Железный люк\n[808080](Взломан)[-]"
scrapHatch_v3Picked,"Усиленный Железный люк\n[808080](Взломан)[-]"
scrapIronShapes:VariantHelper,"Металлолом Формы"
searchInventoryTip,"Рюкзак, склад или транспортное средство имеют кнопку [decea3]Переключение поиска[-], с помощью которой можно включить функцию поиска.\n\nЭто позволит вам отфильтровать предметы, которые вы хотите найти в вашем инвентаре, складе или транспортном средстве. Очистка текста поискового запроса или повторное нажатие кнопки [decea3]Переключение поиска[-] очистит все поисковые фильтры."
searchInventoryTip_title,"UL / Инвентарь / Поиск"
sectionalPlaidChair,"Старинное кресло"
secureDoorWoodenPicked,"Деревянная дверь\n[808080](Взломана)[-]"
secureReinforcedDoorWoodenPicked,"Усиленная Деревянная дверь\n[808080](Взломана)[-]"
shotgunTurretSchematic,"Турель дробовик"
shuttersIron01Picked,"Железные ставни\n[808080](Взломана)[-]"
shuttersIron02Picked,"Железные ставни\n[808080](Взломана)[-]"
shuttersSteel01Picked,"Стальные ставни\n[808080](Взломана)[-]"
shuttersSteel02Picked,"Стальные ставни\n[808080](Взломана)[-]"
shuttersWood01Picked,"Деревянные ставни\n[808080](Взломана)[-]"
shuttersWood02Picked,"Деревянные ставни\n[808080](Взломана)[-]"
silver,"Серебро"
skillAgilityAthleticsName,"Атлетика"
skillAgilityStealthName,"Скрытность"
skillCombatPerksName,"Бой"
skillFortitudeRecoveryName,"Восстановление"
skillFortitudeSurvivalName,"Выживание"
skillIntellectCraftsmanshipName,"Разборка"
skillIntellectInfluenceName,"Влияние"
skillPerceptionGeneralName,"Охота"
skillPerceptionScavengingName,"Разборка"
skillStrengthConstructionName,"Горное дело"
skillStrengthGeneralName,"Мышцы"
smallEngine,"Компактный двигатель"
smallEngineDesc,"Небольшой двигатель для малых транспортных средств или инструментов"
solarbank,"Солнечная батарея"
speakerSchematic,"Репродуктор"
spotlightPlayerSchematic,"Прожектор"
statAccuracy,"Точность"
statAlcohol,"Алкоголь"
statAlcoholMax,"Алкоголь максимум"
statArmorRating,"Рейтинг брони"
statAttackSpeed,"Скорость атаки"
statAttacksPerMinute,"Скорость атаки"
statBlockDamage,"Урон блокам"
statBlocksLight,"Блокирует свет"
statCarbs,"Углеводы"
statCarbsMax,"Максимум углеводов"
statCargo,"Груз"
statCarryCapacity,"Вместимость рюкзака"
statCondition,"Состояние"
statCoreTemp,"Температура тела"
statCraftingSpeed,"Скорость изготовления"
statCraftingTier,"Уровень ремесла"
statCraftingTime,"Время создания"
statCritDamageResist,"Защита крит. урон"
statCurrentLife,"Текущая жизнь"
statDamage,"Урон"
statDamageAnimals,"Урон по животным"
statDamageDirt,"Урон по земле"
statDamageIron,"Урон по железу"
statDamageMetal,"Урон по металлу"
statDamageStone,"Урон по камню"
statDamageUndead,"Урон нежити"
statDeaths,"Смерти"
statDegradationPerUse,"Износ"
statDismemberChance,"Шанс расчленения"
statDurability,"Прочность"
statDurabilityMax,"Максимум прочности"
statDurabilityUse,"Множитель износостойкости"
statDysenteryChance,"Риск дизентерии"
statEfficiency,"Эффективность"
statEncumbered,"Перегрузка"
statEncumbrance,"Перегрузка"
statEncumbranceBonus,"Дополнительная вместимость"
statEntityDamageRanged,"Урон выстрела"
statExpRate,"Бонус опыта"
statExpToNextLevel,"След Ур."
statFat,"Жир"
statFatMax,"Максимум жира"
statFireRate,"Скорострельность"
statFood,"Еда"
statFoodMax,"Максимум еды"
statFoodRate,"Скорость сжигания еды"
statFuel,"Топливо"
statGas,"Бензин"
statHandling,"Действие"
statHealing,"Исцеление"
statHealth,"Здоровье"
statHealthChangeOT,"Здоровье /сек"
statHealthMax,"Максимум здоровья"
statHealthMaxModifierOT,"Исцеление"
statHealthRegen,"Реген. здоровья"
statHyperthermalResist,"Сопротивление жаре"
statHypothermalResist,"Сопротивление холоду"
statItemsCrafted,"Создано предметов"
statJumpStrength,"Высота прыжка"
statKilledPlayers,"Убито игроков"
statKilledZombies,"Убито зомби"
statLoad,"Нагрузка"
statLongestLife,"Самая длинная жизнь"
statLootStage,"Этап добычи"
statMagazineSize,"Размер магазина"
statMobility,"Мобильность"
statModificationSlots,"Ячейка"
statNoiseIncrease,"Шум"
statPhysicalDamageResist,"Физическая защита"
statPhysicalDamageResistHeavy,"Физическая броня (Тяжелая)"
statPhysicalDamageResistLight,"Физическая броня (Лёгкая)"
statPlayerExpGain,"Опыта получено"
statPoisonChance,"Шанс отравится едой"
statPower,"Электричество"
statPowerAttack,"Силовая атака"
statPowerCondition,"Заряд"
statPowerEfficiency,"Энергоэффективность"
statProtein,"Протеин"
statProteinMax,"Максимум Протеина"
statRange,"Диапазон"
statRecoil,"Отдача"
statReloadSpeed,"Скорость перезарядки"
statResistBleed,"Стойкость к кровотечению"
statResistBleeding,"Стойкость к кровотечению"
statResistCold,"Сопротивление холоду"
statResistCrit,"Сопротивление инфекции, усталости, растяжению, оглушению"
statResistDiseases,"Стойкость к болезням"
statResistFallDamage,"Снижение урона от падения"
statResistHeat,"Сопротивление жаре"
statResistInfection,"Стойкость к инфекциям"
statResistPhysical,"Физическое сопротивление"
statResistRadiation,"Стойкость к радиации"
statResistStun,"Сопротивление оглушению"
statResistToxic,"Стойкость к токсинам"
statRoundsPerMinute,"Скорострельность"
statStamina,"Выносливость"
statStaminaChangeOT,"Выносливость/сек"
statStaminaDrainOT,"Выносливость"
statStaminaMax,"максимум Выносливости"
statStaminaRegen,"Реген. выносливости"
statStopsBleeding,"Останавливает кровотечения"
statStopsBrokenLimbs,"Заживляет сломанные конечности"
statStopsLaceration,"Сшивает рваные раны"
statTravelled,"Пройдено"
statTreasureRadius,"Радиус сокровищ"
statVehicleCargoCapacity,"Грузоподъемность"
statVehicleCargoOverloaded,"Перегрузка"
statVehicleLightIntensity,"Освещенность"
statVitamins,"Витамины"
statVitaminsMax,"Максимум витаминов"
statWater,"Вода"
statWaterMax,"Максимум воды"
statWaterRate,"Интенсивность сжигания воды"
statWeight,"Вес переноски"
statWeightMax,"Лимит веса переноски"
statWellness,"Здоровый образ жизни"
statWellnessMax,"Здоровый образ жизни максимум"
statWellnessRate,"Здоровый образ жизни рейтинг"
steel,"Сталь"
stick,"Палка"
stone,"Камень"
stoneShapes:VariantHelper,"Каменные формы"
sulfur,"Сера"
switchSchematic,"Выключатель"
terrOreStoneTitaniumRandom,"= Титановая жила = помощник"
terrOreStoneTitaniumRandomDesc,"Титан / Камень / Песчаник"
terrOreTitanium,"Титановая руда"
terrStoneHelper,"[Stone Terrain Helper]"
thrownAmmoPipeBomb,"Самодельная бомба"
thrownAmmoPipeBombSchematic,"Самодельная бомба"
thrownDynamite,"Динамитная шашка"
thrownDynamiteDesc,"Может быть зажжен с помощью вторичного действия и брошен с помощью первичного действия. Бросок очень важен."
thrownDynamiteSchematic,"Динамит"
thrownGrenade,"Граната"
thrownGrenadeContact,"Контактная граната"
thrownGrenadeContactSchematic,"Контактная граната"
thrownGrenadeSchematic,"Граната"
thrownTimedCharge,"Бомба с таймером"
thrownTimedChargeBlueprint,"Бомба с таймером"
thrownTimedChargeBlueprintDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает опыт при использовании."
tire,"Автомобильная шина"
tireDesc,"Резиновая шина, которую можно использовать для украшения вашего гаража."
titanium,"Титан"
titaniumShapes:VariantHelper,"Титановые формы"
tnt,"Упаковка динамита"
tntDesc,"Пакет с динамитом может быть сделан путем соединения нескольких динамитных шашек."
toolAnvil,"Наковальня"
toolAnvilDesc,"Требуется для изготовления [decea3]Кузницы (уровень 2)[-], которая позволит ковать более более сложные металлы."
toolAnvilSchematic,"Наковальня"
toolBeaker,"Химический стакан"
toolBeakerDesc,"Необходимый инструмент для изготовления химической станции."
toolBellows,"Кузнечные мехи"
toolBellowsDesc,"Помогает лучше управлять воздушным потоком в горне, увеличивая скорость его работы на [decea3]25%[-]."
toolBellowsSchematic,"Кузнечные мехи"
